team1(home),team2,team1id,team2id,team1seed,team2seed,team1_win,year,team1_winpct,team2_winpct,team1_dfrtg,team2_dfrtg,team1_netrtg,team2_netrtg,team1_offrtg,team2_offrtg,team1_efgpct,team2_efgpct
,,,,,,TRUE,,,,,,,,,,,
