Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Memphis Grizzlies,91,0,Los Angeles Clippers,93,1,5,4,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Milwaukee Bucks,86,0,Miami Heat,98,1,8,1,2013,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Boston Celtics,71,0,New York Knicks,87,1,7,2,2013,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71
Golden State Warriors,131,1,Denver Nuggets,117,0,6,3,2013,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Houston Rockets,102,0,Oklahoma City Thunder,105,1,8,1,2013,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Atlanta Hawks,98,0,Indiana Pacers,113,1,6,3,2013,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Los Angeles Lakers,91,0,San Antonio Spurs,102,1,7,2,2013,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,104,1,Milwaukee Bucks,91,0,1,8,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Brooklyn Nets,76,0,Chicago Bulls,79,1,4,5,2013,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Los Angeles Clippers,82,0,Memphis Grizzlies,94,1,4,5,2013,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
New York Knicks,90,1,Boston Celtics,76,0,2,7,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Denver Nuggets,108,0,Golden State Warriors,110,1,3,6,2013,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
San Antonio Spurs,120,1,Los Angeles Lakers,89,0,2,7,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Brooklyn Nets,134,0,Chicago Bulls,142,1,4,5,2013,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Los Angeles Clippers,83,0,Memphis Grizzlies,104,1,4,5,2013,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Indiana Pacers,69,0,Atlanta Hawks,90,1,3,6,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715
Oklahoma City Thunder,104,1,Houston Rockets,101,0,1,8,2013,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
New York Knicks,90,0,Boston Celtics,97,1,2,7,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Miami Heat,88,1,Milwaukee Bucks,77,0,1,8,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
San Antonio Spurs,103,1,Los Angeles Lakers,82,0,2,7,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Denver Nuggets,101,0,Golden State Warriors,115,1,3,6,2013,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Chicago Bulls,91,0,Brooklyn Nets,110,1,5,4,2013,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Indiana Pacers,91,0,Atlanta Hawks,102,1,3,6,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715
Oklahoma City Thunder,103,0,Houston Rockets,105,1,1,8,2013,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Golden State Warriors,100,0,Denver Nuggets,107,1,6,3,2013,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Memphis Grizzlies,103,1,Los Angeles Clippers,93,0,5,4,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Boston Celtics,92,1,New York Knicks,86,0,7,2,2013,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71
Atlanta Hawks,83,0,Indiana Pacers,106,1,6,3,2013,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Houston Rockets,107,1,Oklahoma City Thunder,100,0,8,1,2013,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Brooklyn Nets,95,1,Chicago Bulls,92,0,4,5,2013,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Denver Nuggets,88,0,Golden State Warriors,92,1,3,6,2013,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Indiana Pacers,81,1,Atlanta Hawks,73,0,3,6,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715
New York Knicks,88,1,Boston Celtics,80,0,2,7,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Oklahoma City Thunder,103,1,Houston Rockets,94,0,1,8,2013,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Los Angeles Clippers,105,0,Memphis Grizzlies,118,1,4,5,2013,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Chicago Bulls,99,1,Brooklyn Nets,93,0,5,4,2013,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Memphis Grizzlies,91,0,Oklahoma City Thunder,93,1,5,1,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Indiana Pacers,102,1,New York Knicks,95,0,3,2,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71
Chicago Bulls,93,1,Miami Heat,86,0,5,1,2013,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Golden State Warriors,127,0,San Antonio Spurs,129,1,6,2,2013,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Indiana Pacers,79,0,New York Knicks,105,1,3,2,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71
Memphis Grizzlies,99,1,Oklahoma City Thunder,93,0,5,1,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Chicago Bulls,78,0,Miami Heat,115,1,5,1,2013,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Golden State Warriors,100,1,San Antonio Spurs,91,0,6,2,2013,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,104,1,Chicago Bulls,94,0,1,5,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
San Antonio Spurs,102,1,Golden State Warriors,92,0,2,6,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Oklahoma City Thunder,81,0,Memphis Grizzlies,87,1,1,5,2013,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
New York Knicks,71,0,Indiana Pacers,82,1,2,3,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
San Antonio Spurs,87,0,Golden State Warriors,97,1,2,6,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Miami Heat,88,1,Chicago Bulls,65,0,1,5,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Oklahoma City Thunder,97,0,Memphis Grizzlies,103,1,1,5,2013,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
New York Knicks,82,0,Indiana Pacers,93,1,2,3,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Golden State Warriors,91,0,San Antonio Spurs,109,1,6,2,2013,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Chicago Bulls,91,0,Miami Heat,94,1,5,1,2013,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Memphis Grizzlies,88,1,Oklahoma City Thunder,84,0,5,1,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Indiana Pacers,75,0,New York Knicks,85,1,3,2,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71
San Antonio Spurs,94,1,Golden State Warriors,82,0,2,6,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
New York Knicks,99,0,Indiana Pacers,106,1,2,3,2013,1610612752.0,0.622,117.3,113.3,4.0,97.64,0.556,0.589,0.134,0.305,0.71,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Memphis Grizzlies,83,0,San Antonio Spurs,105,1,5,2,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Memphis Grizzlies,89,0,San Antonio Spurs,93,1,5,2,2013,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Indiana Pacers,102,0,Miami Heat,103,1,3,1,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Indiana Pacers,97,1,Miami Heat,93,0,3,1,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
San Antonio Spurs,104,1,Memphis Grizzlies,93,0,2,5,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Miami Heat,114,1,Indiana Pacers,96,0,1,3,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
San Antonio Spurs,93,1,Memphis Grizzlies,86,0,2,5,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Miami Heat,92,0,Indiana Pacers,99,1,1,3,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Indiana Pacers,79,0,Miami Heat,90,1,3,1,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Miami Heat,77,0,Indiana Pacers,91,1,1,3,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Indiana Pacers,76,0,Miami Heat,99,1,3,1,2013,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
San Antonio Spurs,92,1,Miami Heat,88,0,2,1,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
San Antonio Spurs,84,0,Miami Heat,103,1,2,1,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Miami Heat,77,0,San Antonio Spurs,113,1,1,2,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,109,1,San Antonio Spurs,93,0,1,2,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,104,0,San Antonio Spurs,114,1,1,2,2013,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
San Antonio Spurs,100,0,Miami Heat,103,1,2,1,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
San Antonio Spurs,88,0,Miami Heat,95,1,2,1,2013,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Brooklyn Nets,94,1,Toronto Raptors,87,0,6,3,2014,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Golden State Warriors,109,1,Los Angeles Clippers,105,0,6,3,2014,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Atlanta Hawks,101,1,Indiana Pacers,93,0,8,1,2014,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Memphis Grizzlies,86,0,Oklahoma City Thunder,100,1,7,2,2014,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Dallas Mavericks,85,0,San Antonio Spurs,90,1,8,1,2014,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Charlotte Bobcats,88,0,Miami Heat,99,1,7,2,2014,1610612766.0,0.524,103.0,103.3,-0.4,92.93,0.481,0.522,0.131,0.269,0.73,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Washington Wizards,102,1,Chicago Bulls,93,0,5,4,2014,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Portland Trail Blazers,122,1,Houston Rockets,120,0,5,4,2014,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Memphis Grizzlies,111,1,Oklahoma City Thunder,105,0,7,2,2014,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704
Golden State Warriors,98,0,Los Angeles Clippers,138,1,6,3,2014,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Atlanta Hawks,85,0,Indiana Pacers,101,1,8,1,2014,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Brooklyn Nets,95,0,Toronto Raptors,100,1,6,3,2014,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696
Washington Wizards,101,1,Chicago Bulls,99,0,5,4,2014,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Charlotte Bobcats,97,0,Miami Heat,101,1,7,2,2014,1610612766.0,0.524,103.0,103.3,-0.4,92.93,0.481,0.522,0.131,0.269,0.73,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Dallas Mavericks,113,1,San Antonio Spurs,92,0,8,1,2014,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Portland Trail Blazers,112,1,Houston Rockets,105,0,5,4,2014,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Indiana Pacers,85,0,Atlanta Hawks,98,1,1,8,2014,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715
Oklahoma City Thunder,95,0,Memphis Grizzlies,98,1,2,7,2014,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Los Angeles Clippers,98,1,Golden State Warriors,96,0,3,6,2014,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,98,0,Brooklyn Nets,102,1,3,6,2014,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Chicago Bulls,100,1,Washington Wizards,97,0,4,5,2014,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
Houston Rockets,121,1,Portland Trail Blazers,116,0,4,5,2014,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Indiana Pacers,91,1,Atlanta Hawks,88,0,1,8,2014,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612737.0,0.488,113.7,114.8,-1.1,103.41,0.546,0.579,0.149,0.3,0.715
San Antonio Spurs,108,0,Dallas Mavericks,109,1,1,8,2014,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Miami Heat,98,1,Charlotte Bobcats,85,0,2,7,2014,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612766.0,0.524,103.0,103.3,-0.4,92.93,0.481,0.522,0.131,0.269,0.73
Oklahoma City Thunder,92,1,Memphis Grizzlies,89,0,2,7,2014,1610612760.0,0.829,119.2,106.6,12.7,100.9,0.56,0.593,0.116,0.281,0.704,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Chicago Bulls,89,0,Washington Wizards,98,1,4,5,2014,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
Los Angeles Clippers,97,0,Golden State Warriors,118,1,3,6,2014,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612744.0,0.585,114.2,111.0,3.2,99.37,0.536,0.568,0.141,0.314,0.716
Toronto Raptors,87,1,Brooklyn Nets,79,0,3,6,2014,1610612761.0,0.366,109.6,113.6,-4.1,100.62,0.522,0.553,0.152,0.311,0.696,1610612751.0,0.317,108.1,115.4,-7.3,96.73,0.516,0.552,0.156,0.294,0.699
Houston Rockets,120,0,Portland Trail Blazers,123,1,4,5,2014,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612757.0,0.439,111.0,113.7,-2.7,99.51,0.521,0.555,0.16,0.332,0.682
Miami Heat,109,1,Charlotte Bobcats,98,0,2,7,2014,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612766.0,0.524,103.0,103.3,-0.4,92.93,0.481,0.522,0.131,0.269,0.73
