Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Sacramento Kings,118,0,Seattle SuperSonics,122,1,6,3,2005,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Washington Wizards,112,1,Chicago Bulls,110,0,5,4,2005,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Denver Nuggets,89,0,San Antonio Spurs,99,1,7,2,2005,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Boston Celtics,92,1,Indiana Pacers,89,0,3,6,2005,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Dallas Mavericks,83,0,Houston Rockets,101,1,4,5,2005,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715
Chicago Bulls,91,0,Washington Wizards,94,1,4,5,2005,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
Indiana Pacers,97,1,Boston Celtics,70,0,6,3,2005,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612738.0,0.744,119.5,110.1,9.4,96.59,0.561,0.591,0.122,0.291,0.717
Houston Rockets,76,0,Dallas Mavericks,116,1,5,4,2005,1610612745.0,0.634,114.9,110.3,4.6,99.03,0.523,0.553,0.14,0.363,0.715,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Washington Wizards,86,0,Miami Heat,105,1,5,1,2005,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Seattle SuperSonics,81,0,San Antonio Spurs,103,1,3,2,2005,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Indiana Pacers,81,0,Detroit Pistons,96,1,6,2,2005,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Dallas Mavericks,102,0,Phoenix Suns,127,1,4,1,2005,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Washington Wizards,102,0,Miami Heat,108,1,5,1,2005,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Seattle SuperSonics,91,0,San Antonio Spurs,108,1,3,2,2005,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Indiana Pacers,92,1,Detroit Pistons,83,0,6,2,2005,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Dallas Mavericks,108,1,Phoenix Suns,106,0,4,1,2005,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Miami Heat,102,1,Washington Wizards,95,0,1,5,2005,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
San Antonio Spurs,91,0,Seattle SuperSonics,92,1,2,3,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Detroit Pistons,74,0,Indiana Pacers,79,1,2,6,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Phoenix Suns,119,1,Dallas Mavericks,102,0,1,4,2005,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Miami Heat,99,1,Washington Wizards,95,0,1,5,2005,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
Detroit Pistons,89,1,Indiana Pacers,76,0,2,6,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
San Antonio Spurs,89,0,Seattle SuperSonics,101,1,2,3,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Phoenix Suns,109,0,Dallas Mavericks,119,1,1,4,2005,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Indiana Pacers,67,0,Detroit Pistons,86,1,6,2,2005,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Seattle SuperSonics,90,0,San Antonio Spurs,103,1,3,2,2005,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Dallas Mavericks,108,0,Phoenix Suns,114,1,4,1,2005,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Detroit Pistons,88,1,Indiana Pacers,79,0,2,6,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
San Antonio Spurs,98,1,Seattle SuperSonics,96,0,2,3,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612760.0,0.634,110.3,108.0,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Phoenix Suns,130,1,Dallas Mavericks,126,0,1,4,2005,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
San Antonio Spurs,121,1,Phoenix Suns,114,0,2,1,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Detroit Pistons,90,1,Miami Heat,81,0,2,1,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
San Antonio Spurs,111,1,Phoenix Suns,108,0,2,1,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Detroit Pistons,86,0,Miami Heat,92,1,2,1,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Phoenix Suns,92,0,San Antonio Spurs,102,1,1,2,2005,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,113,1,Detroit Pistons,104,0,1,2,2005,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Phoenix Suns,111,1,San Antonio Spurs,106,0,1,2,2005,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Miami Heat,96,0,Detroit Pistons,106,1,1,2,2005,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
San Antonio Spurs,101,1,Phoenix Suns,95,0,2,1,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Detroit Pistons,76,0,Miami Heat,88,1,2,1,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Miami Heat,66,0,Detroit Pistons,91,1,1,2,2005,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Detroit Pistons,88,1,Miami Heat,82,0,2,1,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Detroit Pistons,69,0,San Antonio Spurs,84,1,2,2,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Detroit Pistons,76,0,San Antonio Spurs,97,1,2,2,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
San Antonio Spurs,79,0,Detroit Pistons,96,1,2,2,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
San Antonio Spurs,71,0,Detroit Pistons,102,1,2,2,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
San Antonio Spurs,96,1,Detroit Pistons,95,0,2,2,2005,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Detroit Pistons,95,1,San Antonio Spurs,86,0,2,2,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Detroit Pistons,74,0,San Antonio Spurs,81,1,2,2,2005,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Washington Wizards,86,0,Cleveland Cavaliers,97,1,5,4,2006,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7
Sacramento Kings,88,0,San Antonio Spurs,122,1,8,1,2006,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Chicago Bulls,106,0,Miami Heat,111,1,7,2,2006,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Denver Nuggets,87,0,Los Angeles Clippers,89,1,3,6,2006,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Indiana Pacers,90,1,New Jersey Nets,88,0,6,3,2006,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Los Angeles Lakers,102,0,Phoenix Suns,107,1,7,2,2006,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Milwaukee Bucks,74,0,Detroit Pistons,92,1,8,1,2006,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Memphis Grizzlies,93,0,Dallas Mavericks,103,1,5,4,2006,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Chicago Bulls,108,0,Miami Heat,115,1,7,2,2006,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Denver Nuggets,87,0,Los Angeles Clippers,98,1,3,6,2006,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Washington Wizards,89,1,Cleveland Cavaliers,84,0,5,4,2006,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7
Indiana Pacers,75,0,New Jersey Nets,90,1,6,3,2006,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Sacramento Kings,119,0,San Antonio Spurs,128,1,8,1,2006,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Milwaukee Bucks,98,0,Detroit Pistons,109,1,8,1,2006,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Memphis Grizzlies,79,0,Dallas Mavericks,94,1,5,4,2006,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Los Angeles Lakers,99,1,Phoenix Suns,93,0,7,2,2006,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
New Jersey Nets,95,0,Indiana Pacers,107,1,3,6,2006,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Miami Heat,90,0,Chicago Bulls,109,1,2,7,2006,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Los Angeles Clippers,87,0,Denver Nuggets,94,1,6,3,2006,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Cleveland Cavaliers,97,1,Washington Wizards,96,0,4,5,2006,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
San Antonio Spurs,93,0,Sacramento Kings,94,1,1,8,2006,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728
Phoenix Suns,92,0,Los Angeles Lakers,99,1,2,7,2006,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
New Jersey Nets,97,1,Indiana Pacers,88,0,3,6,2006,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Dallas Mavericks,94,1,Memphis Grizzlies,89,0,4,5,2006,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Detroit Pistons,104,0,Milwaukee Bucks,124,1,1,8,2006,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Los Angeles Clippers,100,1,Denver Nuggets,86,0,6,3,2006,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709
Miami Heat,87,0,Chicago Bulls,93,1,2,7,2006,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Phoenix Suns,98,0,Los Angeles Lakers,99,1,2,7,2006,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Cleveland Cavaliers,96,0,Washington Wizards,106,1,4,5,2006,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
San Antonio Spurs,84,0,Sacramento Kings,102,1,1,8,2006,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728
Dallas Mavericks,102,1,Memphis Grizzlies,76,0,4,5,2006,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612763.0,0.585,117.2,112.6,4.7,103.69,0.554,0.588,0.151,0.33,0.702
Detroit Pistons,109,1,Milwaukee Bucks,99,0,1,8,2006,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725
Denver Nuggets,83,0,Los Angeles Clippers,101,1,3,6,2006,1610612743.0,0.61,118.9,115.1,3.8,100.67,0.573,0.604,0.14,0.311,0.709,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Indiana Pacers,86,0,New Jersey Nets,92,1,6,3,2006,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Chicago Bulls,78,0,Miami Heat,92,1,7,2,2006,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Sacramento Kings,98,0,San Antonio Spurs,109,1,8,1,2006,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Los Angeles Lakers,97,0,Phoenix Suns,114,1,7,2,2006,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Milwaukee Bucks,93,0,Detroit Pistons,122,1,8,1,2006,1610612749.0,0.585,115.1,112.7,2.4,99.92,0.568,0.598,0.133,0.235,0.725,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Washington Wizards,120,0,Cleveland Cavaliers,121,1,5,4,2006,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7
New Jersey Nets,96,1,Indiana Pacers,90,0,3,6,2006,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754.0,0.61,115.4,113.3,2.1,100.76,0.562,0.594,0.13,0.254,0.705
Miami Heat,113,1,Chicago Bulls,96,0,2,7,2006,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612741.0,0.476,113.2,114.8,-1.6,103.61,0.553,0.585,0.141,0.26,0.722
Phoenix Suns,126,1,Los Angeles Lakers,118,0,2,7,2006,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702
Cleveland Cavaliers,114,1,Washington Wizards,113,0,4,5,2006,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7,1610612764.0,0.22,105.8,118.0,-12.2,101.82,0.512,0.546,0.152,0.272,0.685
San Antonio Spurs,105,1,Sacramento Kings,83,0,1,8,2006,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612758.0,0.488,115.9,115.3,0.6,98.91,0.548,0.582,0.133,0.294,0.728
Los Angeles Lakers,90,0,Phoenix Suns,121,1,7,2,2006,1610612747.0,0.61,115.0,113.8,1.2,98.34,0.557,0.593,0.142,0.273,0.702,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Dallas Mavericks,85,0,San Antonio Spurs,87,1,4,1,2006,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
Cleveland Cavaliers,86,0,Detroit Pistons,113,1,4,1,2006,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
New Jersey Nets,100,1,Miami Heat,88,0,3,2,2006,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Los Angeles Clippers,123,0,Phoenix Suns,130,1,6,2,2006,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Cleveland Cavaliers,91,0,Detroit Pistons,97,1,4,1,2006,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714
Dallas Mavericks,113,1,San Antonio Spurs,91,0,4,1,2006,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69
New Jersey Nets,89,0,Miami Heat,111,1,3,2,2006,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724
Los Angeles Clippers,122,1,Phoenix Suns,97,0,6,2,2006,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709
Miami Heat,103,1,New Jersey Nets,92,0,2,3,2006,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Phoenix Suns,94,1,Los Angeles Clippers,91,0,2,6,2006,1610612756.0,0.439,114.7,117.7,-3.0,98.31,0.561,0.595,0.142,0.264,0.709,1610612746.0,0.61,114.3,109.4,4.9,98.24,0.554,0.589,0.151,0.282,0.734
Detroit Pistons,77,0,Cleveland Cavaliers,86,1,1,4,2006,1610612765.0,0.537,114.6,112.5,2.1,100.27,0.547,0.58,0.147,0.305,0.714,1610612739.0,0.78,121.0,111.8,9.2,100.31,0.578,0.607,0.131,0.296,0.7
San Antonio Spurs,103,0,Dallas Mavericks,104,1,1,4,2006,1610612759.0,0.415,113.5,116.3,-2.8,100.08,0.544,0.575,0.138,0.278,0.69,1610612742.0,0.476,113.7,115.0,-1.3,100.15,0.549,0.583,0.14,0.271,0.694
Miami Heat,102,1,New Jersey Nets,92,0,2,3,2006,1610612748.0,0.451,112.4,112.0,0.4,97.08,0.544,0.576,0.138,0.263,0.724,1610612751.0,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
