Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Atlanta Hawks,76,0,Orlando Magic,101,1,5,4,2011,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71,1610612753,0.634,107.4,101.8,5.6,91.55,0.521,0.554,0.162,0.304,0.723
Indiana Pacers,89,0,Chicago Bulls,116,1,8,1,2011,1610612754,0.451,104.1,105,-0.9,95.5,0.486,0.533,0.16,0.297,0.703,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
New Orleans Hornets,90,0,Los Angeles Lakers,106,1,7,2,2011,1610612740,0.561,105.4,104.4,1,89.4,0.493,0.537,0.145,0.289,0.721,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692
Philadelphia 76ers,91,0,Miami Heat,97,1,7,2,2011,1610612755,0.5,105.3,103.8,1.5,92.78,0.494,0.535,0.138,0.278,0.714,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Memphis Grizzlies,103,0,San Antonio Spurs,110,1,8,1,2011,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682,1610612759,0.744,110.5,104.4,6.1,93.34,0.527,0.567,0.143,0.276,0.711
Denver Nuggets,97,0,Oklahoma City Thunder,100,1,5,4,2011,1610612743,0.61,111.7,106.8,4.9,96.06,0.526,0.574,0.147,0.283,0.716,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Orlando Magic,81,0,Atlanta Hawks,84,1,4,5,2011,1610612753,0.634,107.4,101.8,5.6,91.55,0.521,0.554,0.162,0.304,0.723,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71
Los Angeles Lakers,98,1,New Orleans Hornets,80,0,2,7,2011,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692,1610612740,0.561,105.4,104.4,1,89.4,0.493,0.537,0.145,0.289,0.721
Dallas Mavericks,103,1,Portland Trail Blazers,96,0,3,6,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612757,0.585,107.3,105.7,1.6,89.13,0.486,0.533,0.145,0.331,0.682
San Antonio Spurs,91,0,Memphis Grizzlies,99,1,1,8,2011,1610612759,0.744,110.5,104.4,6.1,93.34,0.527,0.567,0.143,0.276,0.711,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682
Memphis Grizzlies,114,1,Oklahoma City Thunder,101,0,8,4,2011,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Boston Celtics,90,0,Miami Heat,99,1,3,2,2011,1610612738,0.683,105.5,99.8,5.7,90.92,0.519,0.561,0.159,0.257,0.709,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Atlanta Hawks,103,1,Chicago Bulls,95,0,5,1,2011,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Dallas Mavericks,96,1,Los Angeles Lakers,94,0,3,2,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692
Boston Celtics,91,0,Miami Heat,102,1,3,2,2011,1610612738,0.683,105.5,99.8,5.7,90.92,0.519,0.561,0.159,0.257,0.709,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Memphis Grizzlies,102,0,Oklahoma City Thunder,111,1,8,4,2011,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Atlanta Hawks,73,0,Chicago Bulls,86,1,5,1,2011,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Dallas Mavericks,93,1,Los Angeles Lakers,81,0,3,2,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692
Chicago Bulls,99,1,Atlanta Hawks,82,0,1,5,2011,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71
Los Angeles Lakers,92,0,Dallas Mavericks,98,1,2,3,2011,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Oklahoma City Thunder,93,0,Memphis Grizzlies,101,1,4,8,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682
Miami Heat,81,0,Boston Celtics,97,1,2,3,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612738,0.683,105.5,99.8,5.7,90.92,0.519,0.561,0.159,0.257,0.709
Los Angeles Lakers,86,0,Dallas Mavericks,122,1,2,3,2011,1610612747,0.695,109.6,103.3,6.3,91.78,0.502,0.545,0.141,0.325,0.692,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Chicago Bulls,88,0,Atlanta Hawks,100,1,1,5,2011,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71
Miami Heat,98,1,Boston Celtics,90,0,2,3,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612738,0.683,105.5,99.8,5.7,90.92,0.519,0.561,0.159,0.257,0.709
Oklahoma City Thunder,133,1,Memphis Grizzlies,123,0,4,8,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682
Atlanta Hawks,83,0,Chicago Bulls,95,1,5,1,2011,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Boston Celtics,87,0,Miami Heat,97,1,3,2,2011,1610612738,0.683,105.5,99.8,5.7,90.92,0.519,0.561,0.159,0.257,0.709,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Memphis Grizzlies,72,0,Oklahoma City Thunder,99,1,8,4,2011,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Chicago Bulls,93,1,Atlanta Hawks,73,0,1,5,2011,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717,1610612737,0.537,105.1,105.8,-0.7,90.22,0.501,0.542,0.151,0.274,0.71
Oklahoma City Thunder,83,0,Memphis Grizzlies,95,1,4,8,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682
Memphis Grizzlies,90,0,Oklahoma City Thunder,105,1,8,4,2011,1610612763,0.561,107,104.5,2.5,92.42,0.493,0.534,0.15,0.333,0.682,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Miami Heat,82,0,Chicago Bulls,103,1,2,1,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Oklahoma City Thunder,112,0,Dallas Mavericks,121,1,4,3,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Miami Heat,85,1,Chicago Bulls,75,0,2,1,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Oklahoma City Thunder,106,1,Dallas Mavericks,100,0,4,3,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Dallas Mavericks,93,1,Oklahoma City Thunder,87,0,3,4,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Chicago Bulls,85,0,Miami Heat,96,1,1,2,2011,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Dallas Mavericks,112,1,Oklahoma City Thunder,105,0,3,4,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697
Chicago Bulls,93,0,Miami Heat,101,1,1,2,2011,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Oklahoma City Thunder,96,0,Dallas Mavericks,100,1,4,3,2011,1610612760,0.671,109.9,105.9,3.9,93.84,0.501,0.561,0.148,0.306,0.697,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Miami Heat,83,1,Chicago Bulls,80,0,2,1,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612741,0.756,107.2,99.5,7.8,91.2,0.501,0.541,0.154,0.332,0.717
Dallas Mavericks,84,0,Miami Heat,92,1,3,2,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Dallas Mavericks,95,1,Miami Heat,93,0,3,2,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Miami Heat,88,1,Dallas Mavericks,86,0,2,3,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Miami Heat,83,0,Dallas Mavericks,86,1,2,3,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Miami Heat,103,0,Dallas Mavericks,112,1,2,3,2011,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713
Dallas Mavericks,105,1,Miami Heat,95,0,3,2,2011,1610612742,0.695,108.4,104.1,4.4,92.24,0.525,0.565,0.151,0.278,0.713,1610612748,0.707,110.6,102.9,7.8,91.63,0.524,0.573,0.151,0.287,0.715
Philadelphia 76ers,91,0,Chicago Bulls,103,1,8,1,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703
New York Knicks,67,0,Miami Heat,100,1,7,2,2012,1610612752,0.545,103.5,100.2,3.2,93.91,0.492,0.533,0.169,0.309,0.702,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
Orlando Magic,81,1,Indiana Pacers,77,0,6,3,2012,1610612753,0.561,104,103.4,0.6,89.75,0.506,0.533,0.165,0.306,0.72,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689
Dallas Mavericks,98,0,Oklahoma City Thunder,99,1,7,2,2012,1610612742,0.545,102.1,100.9,1.1,92.61,0.489,0.527,0.149,0.268,0.714,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687
Utah Jazz,91,0,San Antonio Spurs,106,1,8,1,2012,1610612762,0.545,105.5,104.9,0.5,92.53,0.481,0.525,0.15,0.34,0.703,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72
Denver Nuggets,88,0,Los Angeles Lakers,103,1,6,3,2012,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
Boston Celtics,74,0,Atlanta Hawks,83,1,4,5,2012,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703
Los Angeles Clippers,99,1,Memphis Grizzlies,98,0,5,4,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688
New York Knicks,94,0,Miami Heat,104,1,7,2,2012,1610612752,0.545,103.5,100.2,3.2,93.91,0.492,0.533,0.169,0.309,0.702,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
Orlando Magic,78,0,Indiana Pacers,93,1,6,3,2012,1610612753,0.561,104,103.4,0.6,89.75,0.506,0.533,0.165,0.306,0.72,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689
Dallas Mavericks,99,0,Oklahoma City Thunder,102,1,7,2,2012,1610612742,0.545,102.1,100.9,1.1,92.61,0.489,0.527,0.149,0.268,0.714,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687
Boston Celtics,87,1,Atlanta Hawks,80,0,4,5,2012,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703
Philadelphia 76ers,109,1,Chicago Bulls,92,0,8,1,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703
Denver Nuggets,100,0,Los Angeles Lakers,104,1,6,3,2012,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
Utah Jazz,83,0,San Antonio Spurs,114,1,8,1,2012,1610612762,0.545,105.5,104.9,0.5,92.53,0.481,0.525,0.15,0.34,0.703,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72
Indiana Pacers,97,1,Orlando Magic,74,0,3,6,2012,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689,1610612753,0.561,104,103.4,0.6,89.75,0.506,0.533,0.165,0.306,0.72
Los Angeles Clippers,98,0,Memphis Grizzlies,105,1,5,4,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688
Miami Heat,87,1,New York Knicks,70,0,2,7,2012,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693,1610612752,0.545,103.5,100.2,3.2,93.91,0.492,0.533,0.169,0.309,0.702
Oklahoma City Thunder,95,1,Dallas Mavericks,79,0,2,7,2012,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687,1610612742,0.545,102.1,100.9,1.1,92.61,0.489,0.527,0.149,0.268,0.714
Atlanta Hawks,84,0,Boston Celtics,90,1,5,4,2012,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Chicago Bulls,74,0,Philadelphia 76ers,79,1,1,8,2012,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712
Los Angeles Lakers,84,0,Denver Nuggets,99,1,3,6,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705
Indiana Pacers,101,1,Orlando Magic,99,0,3,6,2012,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689,1610612753,0.561,104,103.4,0.6,89.75,0.506,0.533,0.165,0.306,0.72
Memphis Grizzlies,86,0,Los Angeles Clippers,87,1,4,5,2012,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692
Oklahoma City Thunder,103,1,Dallas Mavericks,97,0,2,7,2012,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687,1610612742,0.545,102.1,100.9,1.1,92.61,0.489,0.527,0.149,0.268,0.714
San Antonio Spurs,102,1,Utah Jazz,90,0,1,8,2012,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72,1610612762,0.545,105.5,104.9,0.5,92.53,0.481,0.525,0.15,0.34,0.703
Chicago Bulls,82,0,Philadelphia 76ers,89,1,1,8,2012,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712
Miami Heat,87,0,New York Knicks,89,1,2,7,2012,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693,1610612752,0.545,103.5,100.2,3.2,93.91,0.492,0.533,0.169,0.309,0.702
Atlanta Hawks,79,0,Boston Celtics,101,1,5,4,2012,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Los Angeles Lakers,92,1,Denver Nuggets,88,0,3,6,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705
San Antonio Spurs,87,1,Utah Jazz,81,0,1,8,2012,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72,1610612762,0.545,105.5,104.9,0.5,92.53,0.481,0.525,0.15,0.34,0.703
Memphis Grizzlies,97,0,Los Angeles Clippers,101,1,4,5,2012,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692
Orlando Magic,87,0,Indiana Pacers,105,1,6,3,2012,1610612753,0.561,104,103.4,0.6,89.75,0.506,0.533,0.165,0.306,0.72,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689
Boston Celtics,86,0,Atlanta Hawks,87,1,4,5,2012,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703
Philadelphia 76ers,69,0,Chicago Bulls,77,1,8,1,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703
Denver Nuggets,102,1,Los Angeles Lakers,99,0,6,3,2012,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
New York Knicks,94,0,Miami Heat,106,1,7,2,2012,1610612752,0.545,103.5,100.2,3.2,93.91,0.492,0.533,0.169,0.309,0.702,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
Los Angeles Clippers,80,0,Memphis Grizzlies,92,1,5,4,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688
Chicago Bulls,78,0,Philadelphia 76ers,79,1,1,8,2012,1610612741,0.758,106.3,97.5,8.8,89.98,0.49,0.523,0.154,0.361,0.703,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712
Atlanta Hawks,80,0,Boston Celtics,83,1,5,4,2012,1610612737,0.606,104.2,100.4,3.8,90.88,0.5,0.535,0.151,0.279,0.703,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Los Angeles Lakers,96,0,Denver Nuggets,113,1,3,6,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705
Memphis Grizzlies,90,1,Los Angeles Clippers,88,0,4,5,2012,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692
Philadelphia 76ers,91,0,Boston Celtics,92,1,8,4,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Denver Nuggets,87,0,Los Angeles Lakers,96,1,6,3,2012,1610612743,0.576,108.3,105.1,3.2,95.03,0.516,0.556,0.16,0.316,0.705,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
Los Angeles Clippers,82,1,Memphis Grizzlies,72,0,5,4,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612763,0.621,102.8,100.6,2.2,91.82,0.473,0.515,0.157,0.335,0.688
Indiana Pacers,86,0,Miami Heat,95,1,3,2,2012,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
Philadelphia 76ers,82,1,Boston Celtics,81,0,8,4,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Los Angeles Lakers,90,0,Oklahoma City Thunder,119,1,3,2,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687
Indiana Pacers,78,1,Miami Heat,75,0,3,2,2012,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
Los Angeles Clippers,92,0,San Antonio Spurs,108,1,5,1,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72
Boston Celtics,107,1,Philadelphia 76ers,91,0,4,8,2012,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712
Los Angeles Lakers,75,0,Oklahoma City Thunder,77,1,3,2,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687
Miami Heat,75,0,Indiana Pacers,94,1,2,3,2012,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689
Los Angeles Clippers,88,0,San Antonio Spurs,105,1,5,1,2012,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72
Boston Celtics,83,0,Philadelphia 76ers,92,1,4,8,2012,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712
Oklahoma City Thunder,96,0,Los Angeles Lakers,99,1,2,3,2012,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
San Antonio Spurs,96,1,Los Angeles Clippers,86,0,1,5,2012,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692
Oklahoma City Thunder,103,1,Los Angeles Lakers,100,0,2,3,2012,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719
Miami Heat,101,1,Indiana Pacers,93,0,2,3,2012,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689
San Antonio Spurs,102,1,Los Angeles Clippers,99,0,1,5,2012,1610612759,0.758,110,102.3,7.7,93.67,0.528,0.562,0.144,0.282,0.72,1610612746,0.606,107.5,104.8,2.7,89.98,0.502,0.533,0.147,0.331,0.692
Philadelphia 76ers,85,0,Boston Celtics,101,1,8,4,2012,1610612755,0.53,102.7,98.2,4.6,90.68,0.48,0.511,0.123,0.277,0.712,1610612738,0.591,100.1,97.5,2.6,91.11,0.496,0.535,0.162,0.245,0.686
Los Angeles Lakers,90,0,Oklahoma City Thunder,106,1,3,2,2012,1610612747,0.621,104.5,103.2,1.3,91.72,0.491,0.534,0.162,0.327,0.719,1610612760,0.712,108.4,102.1,6.3,94.11,0.516,0.567,0.172,0.304,0.687
Indiana Pacers,83,0,Miami Heat,115,1,3,2,2012,1610612754,0.636,105.5,102.1,3.3,91.68,0.474,0.526,0.151,0.333,0.689,1610612748,0.697,105.6,99.2,6.4,92.07,0.505,0.549,0.163,0.299,0.693
