Visitor/Neutral,PTS,Win,Home/Neutral,PTS.1,Win.1,Visitor Seed,Home Seed,Year,Visitor_id,Visitor win_pct,Visitor off_rtg,Visitor def_rtg,Visitor net_rtg,Visitor pace,Visitor efg_pct,Visitor ts_pct,Visitor tov_pct,Visitor orb_pct,Visitor drb_pct,Home_id,Home win_pct,Home off_rtg,Home def_rtg,Home net_rtg,Home pace,Home efg_pct,Home ts_pct,Home tov_pct,Home orb_pct,Home drb_pct
Detroit Pistons,74,0,Indiana Pacers,79,1,2,6,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612754,0.537,103.7,102.7,1,88.71,0.476,0.534,0.16,0.296,0.687
Phoenix Suns,119,1,Dallas Mavericks,102,0,1,4,2005,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656,1610612742,0.707,108.5,102.6,5.9,94.18,0.492,0.545,0.142,0.319,0.674
Miami Heat,99,1,Washington Wizards,95,0,1,5,2005,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698,1610612764,0.549,105.4,105.9,-0.4,94.8,0.474,0.523,0.15,0.338,0.667
Detroit Pistons,89,1,Indiana Pacers,76,0,2,6,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612754,0.537,103.7,102.7,1,88.71,0.476,0.534,0.16,0.296,0.687
San Antonio Spurs,89,0,Seattle SuperSonics,101,1,2,3,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612760,0.634,110.3,108,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Phoenix Suns,109,0,Dallas Mavericks,119,1,1,4,2005,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656,1610612742,0.707,108.5,102.6,5.9,94.18,0.492,0.545,0.142,0.319,0.674
Indiana Pacers,67,0,Detroit Pistons,86,1,6,2,2005,1610612754,0.537,103.7,102.7,1,88.71,0.476,0.534,0.16,0.296,0.687,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
Seattle SuperSonics,90,0,San Antonio Spurs,103,1,3,2,2005,1610612760,0.634,110.3,108,2.3,89.24,0.495,0.546,0.151,0.357,0.681,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Dallas Mavericks,108,0,Phoenix Suns,114,1,4,1,2005,1610612742,0.707,108.5,102.6,5.9,94.18,0.492,0.545,0.142,0.319,0.674,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656
Detroit Pistons,88,1,Indiana Pacers,79,0,2,6,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612754,0.537,103.7,102.7,1,88.71,0.476,0.534,0.16,0.296,0.687
San Antonio Spurs,98,1,Seattle SuperSonics,96,0,2,3,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612760,0.634,110.3,108,2.3,89.24,0.495,0.546,0.151,0.357,0.681
Phoenix Suns,130,1,Dallas Mavericks,126,0,1,4,2005,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656,1610612742,0.707,108.5,102.6,5.9,94.18,0.492,0.545,0.142,0.319,0.674
San Antonio Spurs,121,1,Phoenix Suns,114,0,2,1,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656
Detroit Pistons,90,1,Miami Heat,81,0,2,1,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698
San Antonio Spurs,111,1,Phoenix Suns,108,0,2,1,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656
Detroit Pistons,86,0,Miami Heat,92,1,2,1,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698
Phoenix Suns,92,0,San Antonio Spurs,102,1,1,2,2005,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Miami Heat,113,1,Detroit Pistons,104,0,1,2,2005,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
Phoenix Suns,111,1,San Antonio Spurs,106,0,1,2,2005,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Miami Heat,96,0,Detroit Pistons,106,1,1,2,2005,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
San Antonio Spurs,101,1,Phoenix Suns,95,0,2,1,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612756,0.756,112.7,105.7,7,97.35,0.534,0.571,0.14,0.304,0.656
Detroit Pistons,76,0,Miami Heat,88,1,2,1,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698
Miami Heat,66,0,Detroit Pistons,91,1,1,2,2005,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
Detroit Pistons,88,1,Miami Heat,82,0,2,1,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612748,0.72,108.9,102.2,6.7,91.73,0.524,0.559,0.147,0.297,0.698
Detroit Pistons,69,0,San Antonio Spurs,84,1,2,2,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Detroit Pistons,76,0,San Antonio Spurs,97,1,2,2,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
San Antonio Spurs,79,0,Detroit Pistons,96,1,2,2,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
San Antonio Spurs,71,0,Detroit Pistons,102,1,2,2,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
San Antonio Spurs,96,1,Detroit Pistons,95,0,2,2,2005,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693
Detroit Pistons,95,1,San Antonio Spurs,86,0,2,2,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Detroit Pistons,74,0,San Antonio Spurs,81,1,2,2,2005,1610612765,0.659,103.9,99.6,4.3,88.59,0.472,0.519,0.154,0.34,0.693,1610612759,0.72,106.1,97.8,8.3,89.96,0.492,0.534,0.151,0.321,0.697
Washington Wizards,86,0,Cleveland Cavaliers,97,1,5,4,2006,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
Sacramento Kings,88,0,San Antonio Spurs,122,1,8,1,2006,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Chicago Bulls,106,0,Miami Heat,111,1,7,2,2006,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Denver Nuggets,87,0,Los Angeles Clippers,89,1,3,6,2006,1610612743,0.537,104.4,104.1,0.3,94.9,0.488,0.535,0.154,0.3,0.682,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Indiana Pacers,90,1,New Jersey Nets,88,0,6,3,2006,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Los Angeles Lakers,102,0,Phoenix Suns,107,1,7,2,2006,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Milwaukee Bucks,74,0,Detroit Pistons,92,1,8,1,2006,1610612749,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Memphis Grizzlies,93,0,Dallas Mavericks,103,1,5,4,2006,1610612763,0.598,104.5,100.4,4.1,87.39,0.496,0.537,0.157,0.298,0.69,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Chicago Bulls,108,0,Miami Heat,115,1,7,2,2006,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Denver Nuggets,87,0,Los Angeles Clippers,98,1,3,6,2006,1610612743,0.537,104.4,104.1,0.3,94.9,0.488,0.535,0.154,0.3,0.682,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Washington Wizards,89,1,Cleveland Cavaliers,84,0,5,4,2006,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
Indiana Pacers,75,0,New Jersey Nets,90,1,6,3,2006,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Sacramento Kings,119,0,San Antonio Spurs,128,1,8,1,2006,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Milwaukee Bucks,98,0,Detroit Pistons,109,1,8,1,2006,1610612749,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Memphis Grizzlies,79,0,Dallas Mavericks,94,1,5,4,2006,1610612763,0.598,104.5,100.4,4.1,87.39,0.496,0.537,0.157,0.298,0.69,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Los Angeles Lakers,99,1,Phoenix Suns,93,0,7,2,2006,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
New Jersey Nets,95,0,Indiana Pacers,107,1,3,6,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699
Miami Heat,90,0,Chicago Bulls,109,1,2,7,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703
Los Angeles Clippers,87,0,Denver Nuggets,94,1,6,3,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612743,0.537,104.4,104.1,0.3,94.9,0.488,0.535,0.154,0.3,0.682
Cleveland Cavaliers,97,1,Washington Wizards,96,0,4,5,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679
San Antonio Spurs,93,0,Sacramento Kings,94,1,1,8,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694
Phoenix Suns,92,0,Los Angeles Lakers,99,1,2,7,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701
New Jersey Nets,97,1,Indiana Pacers,88,0,3,6,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699
Dallas Mavericks,94,1,Memphis Grizzlies,89,0,4,5,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612763,0.598,104.5,100.4,4.1,87.39,0.496,0.537,0.157,0.298,0.69
Detroit Pistons,104,0,Milwaukee Bucks,124,1,1,8,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612749,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713
Los Angeles Clippers,100,1,Denver Nuggets,86,0,6,3,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612743,0.537,104.4,104.1,0.3,94.9,0.488,0.535,0.154,0.3,0.682
Miami Heat,87,0,Chicago Bulls,93,1,2,7,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703
Phoenix Suns,98,0,Los Angeles Lakers,99,1,2,7,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701
Cleveland Cavaliers,96,0,Washington Wizards,106,1,4,5,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679
San Antonio Spurs,84,0,Sacramento Kings,102,1,1,8,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694
Dallas Mavericks,102,1,Memphis Grizzlies,76,0,4,5,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612763,0.598,104.5,100.4,4.1,87.39,0.496,0.537,0.157,0.298,0.69
Detroit Pistons,109,1,Milwaukee Bucks,99,0,1,8,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612749,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713
Denver Nuggets,83,0,Los Angeles Clippers,101,1,3,6,2006,1610612743,0.537,104.4,104.1,0.3,94.9,0.488,0.535,0.154,0.3,0.682,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Indiana Pacers,86,0,New Jersey Nets,92,1,6,3,2006,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Chicago Bulls,78,0,Miami Heat,92,1,7,2,2006,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Sacramento Kings,98,0,San Antonio Spurs,109,1,8,1,2006,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Los Angeles Lakers,97,0,Phoenix Suns,114,1,7,2,2006,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Milwaukee Bucks,93,0,Detroit Pistons,122,1,8,1,2006,1610612749,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Washington Wizards,120,0,Cleveland Cavaliers,121,1,5,4,2006,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
New Jersey Nets,96,1,Indiana Pacers,90,0,3,6,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612754,0.5,103.1,101,2,90.85,0.487,0.533,0.168,0.304,0.699
Miami Heat,113,1,Chicago Bulls,96,0,2,7,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612741,0.5,103.3,102.7,0.7,93.59,0.487,0.527,0.158,0.303,0.703
Phoenix Suns,126,1,Los Angeles Lakers,118,0,2,7,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701
Cleveland Cavaliers,114,1,Washington Wizards,113,0,4,5,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612764,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679
San Antonio Spurs,105,1,Sacramento Kings,83,0,1,8,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612758,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694
Los Angeles Lakers,90,0,Phoenix Suns,121,1,7,2,2006,1610612747,0.549,106.8,104.2,2.6,92.22,0.495,0.539,0.15,0.316,0.701,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Dallas Mavericks,85,0,San Antonio Spurs,87,1,4,1,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Cleveland Cavaliers,86,0,Detroit Pistons,113,1,4,1,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
New Jersey Nets,100,1,Miami Heat,88,0,3,2,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Los Angeles Clippers,123,0,Phoenix Suns,130,1,6,2,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Cleveland Cavaliers,91,0,Detroit Pistons,97,1,4,1,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Dallas Mavericks,113,1,San Antonio Spurs,91,0,4,1,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
New Jersey Nets,89,0,Miami Heat,111,1,3,2,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Los Angeles Clippers,122,1,Phoenix Suns,97,0,6,2,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Miami Heat,103,1,New Jersey Nets,92,0,2,3,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Phoenix Suns,94,1,Los Angeles Clippers,91,0,2,6,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Detroit Pistons,77,0,Cleveland Cavaliers,86,1,1,4,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
San Antonio Spurs,103,0,Dallas Mavericks,104,1,1,4,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Miami Heat,102,1,New Jersey Nets,92,0,2,3,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73
Phoenix Suns,107,0,Los Angeles Clippers,114,1,2,6,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Detroit Pistons,72,0,Cleveland Cavaliers,74,1,1,4,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
San Antonio Spurs,118,0,Dallas Mavericks,123,1,1,4,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
New Jersey Nets,105,0,Miami Heat,106,1,3,2,2006,1610612751,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Los Angeles Clippers,118,0,Phoenix Suns,125,1,6,2,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Cleveland Cavaliers,86,1,Detroit Pistons,84,0,4,1,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Dallas Mavericks,97,0,San Antonio Spurs,98,1,4,1,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Phoenix Suns,106,0,Los Angeles Clippers,118,1,2,6,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719
Detroit Pistons,84,1,Cleveland Cavaliers,82,0,1,4,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717
San Antonio Spurs,91,1,Dallas Mavericks,86,0,1,4,2006,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Cleveland Cavaliers,61,0,Detroit Pistons,79,1,4,1,2006,1610612739,0.61,106.6,104.4,2.1,90.77,0.492,0.538,0.151,0.313,0.717,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Dallas Mavericks,119,1,San Antonio Spurs,111,0,4,1,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612759,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708
Los Angeles Clippers,107,0,Phoenix Suns,127,1,6,2,2006,1610612746,0.573,103.8,102.2,1.6,92.99,0.487,0.54,0.154,0.286,0.719,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Miami Heat,91,1,Detroit Pistons,86,0,2,1,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Phoenix Suns,121,1,Dallas Mavericks,118,0,2,4,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Miami Heat,88,0,Detroit Pistons,92,1,2,1,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
Phoenix Suns,98,0,Dallas Mavericks,105,1,2,4,2006,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69
Detroit Pistons,83,0,Miami Heat,98,1,1,2,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Dallas Mavericks,95,1,Phoenix Suns,88,0,4,2,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Detroit Pistons,78,0,Miami Heat,89,1,1,2,2006,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726
Dallas Mavericks,86,0,Phoenix Suns,106,1,4,2,2006,1610612742,0.732,109.9,103.2,6.7,89.3,0.495,0.55,0.15,0.347,0.69,1610612756,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69
Miami Heat,78,0,Detroit Pistons,91,1,2,1,2006,1610612748,0.634,107.5,103.4,4.1,92.56,0.517,0.556,0.156,0.297,0.726,1610612765,0.78,109.3,101.7,7.6,87.98,0.497,0.535,0.128,0.317,0.68
