team_id,team,win_pct,off_rtg,def_rtg,net_rtg,pace,efg_pct,ts_pct,tov_pct,orb_pct,drb_pct,is_champion,season_end
1610612749,Milwaukee Bucks,0.488,104.9,105.9,-1,92.45,0.492,0.535,0.157,0.309,0.713,0,2006
1610612750,Minnesota Timberwolves,0.402,101.5,103.5,-2,89.58,0.48,0.524,0.16,0.296,0.673,0,2006
1610612751,New Jersey Nets,0.598,102.4,100.9,1.5,91.17,0.478,0.528,0.149,0.274,0.73,0,2006
1610612740,New Orleans/Oklahoma City Hornets,0.463,102.3,105.1,-2.8,90.32,0.464,0.515,0.147,0.297,0.709,0,2006
1610612752,New York Knicks,0.28,102.7,109.3,-6.6,92.03,0.481,0.534,0.19,0.342,0.697,0,2006
1610612753,Orlando Magic,0.439,105.3,106.6,-1.3,89.12,0.496,0.543,0.168,0.33,0.691,0,2006
1610612755,Philadelphia 76ers,0.463,104.7,106.5,-1.8,93.91,0.487,0.538,0.149,0.285,0.676,0,2006
1610612756,Phoenix Suns,0.659,110.2,104.7,5.4,96.92,0.537,0.568,0.135,0.256,0.69,0,2006
1610612757,Portland Trail Blazers,0.256,99.7,110.3,-10.7,88.88,0.474,0.511,0.165,0.308,0.657,0,2006
1610612758,Sacramento Kings,0.537,105.3,103.5,1.8,93.26,0.492,0.544,0.156,0.289,0.694,0,2006
1610612759,San Antonio Spurs,0.768,106.2,98.7,7.5,89.41,0.513,0.546,0.153,0.289,0.708,0,2006
1610612760,Seattle SuperSonics,0.427,109.4,112.7,-3.3,93.04,0.504,0.551,0.157,0.34,0.659,0,2006
1610612761,Toronto Raptors,0.329,107.9,111.2,-3.2,92.33,0.5,0.548,0.139,0.286,0.697,0,2006
1610612762,Utah Jazz,0.5,102.4,105.1,-2.7,89.4,0.467,0.519,0.174,0.356,0.702,0,2006
1610612764,Washington Wizards,0.512,107.7,105.8,1.9,93.68,0.484,0.538,0.148,0.329,0.679,0,2006
1610612737,Atlanta Hawks,0.366,102,107,-5.1,90.98,0.471,0.523,0.173,0.328,0.676,0,2007
